0;1563730669.4320;-0.05;27.510;255;255;172;21;126;127;0;60;57
1;1563730669.4370;-0.05;27.475;255;255;172;21;119;247;0;60;57
2;1563730669.4420;0.00;27.480;0;0;129;21;120;217;0;60;57
3;1563730669.4469;-0.05;27.490;255;255;172;21;122;187;0;60;57
4;1563730669.4519;-0.05;27.490;255;255;172;21;122;187;0;60;57
5;1563730669.4570;-0.05;27.475;255;255;172;21;119;247;0;60;57
6;1563730669.4620;-0.10;27.490;255;254;157;21;122;187;0;60;57
7;1563730669.4670;-0.05;27.490;255;255;172;21;122;187;0;60;57
8;1563730669.4720;-0.05;27.475;255;255;172;21;119;247;0;60;57
9;1563730669.4769;-0.05;27.450;255;255;172;21;114;2;0;60;57
10;1563730669.4820;-0.05;27.485;255;255;172;21;121;232;0;60;57
11;1563730669.4870;-0.05;27.485;255;255;172;21;121;232;0;60;57
12;1563730669.4920;-0.05;27.515;255;255;172;21;127;78;0;60;57
13;1563730669.4971;-0.05;27.490;255;255;172;21;122;187;0;60;57
14;1563730669.5020;-0.05;27.490;255;255;172;21;122;187;0;60;57
15;1563730669.5071;0.00;27.490;0;0;129;21;122;187;0;60;57
16;1563730669.5121;-0.05;27.470;255;255;172;21;118;198;0;60;57
17;1563730669.5172;-0.05;27.475;255;255;172;21;119;247;0;60;57
18;1563730669.5221;-0.05;27.475;255;255;172;21;119;247;0;60;57
19;1563730669.5270;0.00;27.475;0;0;129;21;119;247;0;60;57
20;1563730669.5321;-0.10;27.480;255;254;157;21;120;217;0;60;57
21;1563730669.5370;-0.05;27.480;255;255;172;21;120;217;0;60;57
22;1563730669.5421;0.00;27.500;0;0;129;21;124;29;0;60;57
23;1563730669.5470;-0.05;27.500;255;255;172;21;124;29;0;60;57
24;1563730669.5520;-0.10;27.495;255;254;157;21;123;138;0;60;57
25;1563730669.5573;-0.10;27.495;255;254;157;21;123;138;0;60;57
26;1563730669.5621;-0.05;27.490;255;255;172;21;122;187;0;60;57
27;1563730669.5671;-0.05;27.515;255;255;172;21;127;78;0;60;57
28;1563730669.5721;-0.10;27.460;255;254;157;21;116;164;0;60;57
29;1563730669.5771;-0.05;27.460;255;255;172;21;116;164;0;60;57
30;1563730669.5821;0.00;27.455;0;0;129;21;115;51;0;60;57
31;1563730669.5870;-0.05;27.475;255;255;172;21;119;247;0;60;57
32;1563730669.5919;-0.05;27.475;255;255;172;21;119;247;0;60;57
33;1563730669.5970;-0.05;27.480;255;255;172;21;120;217;0;60;57
34;1563730669.6020;-0.10;27.470;255;254;157;21;118;198;0;60;57
35;1563730669.6071;-0.05;27.455;255;255;172;21;115;51;0;60;57
36;1563730669.6120;-0.05;27.455;255;255;172;21;115;51;0;60;57
37;1563730669.6170;-0.05;27.460;255;255;172;21;116;164;0;60;57
38;1563730669.6220;0.00;27.490;0;0;129;21;122;187;0;60;57
