0;1563730810.5830;-0.10;27.380;255;254;157;21;100;231;0;60;57
1;1563730810.5880;-0.05;27.365;255;255;172;21;97;18;0;60;57
2;1563730810.5930;-0.10;27.370;255;254;157;21;98;65;0;60;57
3;1563730810.5980;-0.05;27.380;255;255;172;21;100;231;0;60;57
4;1563730810.6030;-0.05;27.380;255;255;172;21;100;231;0;60;57
5;1563730810.6080;-0.05;27.350;255;255;172;21;94;249;0;60;57
6;1563730810.6130;-0.10;27.380;255;254;157;21;100;231;0;60;57
7;1563730810.6180;-0.05;27.355;255;255;172;21;95;200;0;60;57
8;1563730810.6230;-0.05;27.355;255;255;172;21;95;200;0;60;57
9;1563730810.6280;-0.05;27.360;255;255;172;21;96;35;0;60;57
10;1563730810.6330;-0.05;27.385;255;255;172;21;101;214;0;60;57
11;1563730810.6380;-0.05;27.385;255;255;172;21;101;214;0;60;57
12;1563730810.6430;0.00;27.335;0;0;129;21;91;12;0;60;57
13;1563730810.6480;-0.05;27.360;255;255;172;21;96;35;0;60;57
14;1563730810.6530;-0.05;27.365;255;255;172;21;97;18;0;60;57
15;1563730810.6581;-0.10;27.365;255;254;157;21;97;18;0;60;57
16;1563730810.6630;-0.05;27.340;255;255;172;21;92;155;0;60;57
17;1563730810.6680;-0.10;27.370;255;254;157;21;98;65;0;60;57
18;1563730810.6730;-0.05;27.370;255;255;172;21;98;65;0;60;57
19;1563730810.6780;-0.05;27.375;255;255;172;21;99;112;0;60;57
20;1563730810.6830;-0.05;27.350;255;255;172;21;94;249;0;60;57
21;1563730810.6880;-0.05;27.350;255;255;172;21;94;249;0;60;57
22;1563730810.6930;0.00;27.350;0;0;129;21;94;249;0;60;57
23;1563730810.6980;-0.05;27.360;255;255;172;21;96;35;0;60;57
24;1563730810.7031;0.00;27.365;0;0;129;21;97;18;0;60;57
25;1563730810.7081;-0.05;27.345;255;255;172;21;93;170;0;60;57
26;1563730810.7132;-0.05;27.345;255;255;172;21;93;170;0;60;57
27;1563730810.7181;-0.05;27.320;255;255;172;21;88;95;0;60;57
28;1563730810.7231;-0.05;27.360;255;255;172;21;96;35;0;60;57
29;1563730810.7281;-0.05;27.360;255;255;172;21;96;35;0;60;57
30;1563730810.7331;0.00;27.340;0;0;129;21;92;155;0;60;57
31;1563730810.7380;-0.05;27.390;255;255;172;21;102;133;0;60;57
32;1563730810.7430;-0.05;27.345;255;255;172;21;93;170;0;60;57
33;1563730810.7480;-0.05;27.345;255;255;172;21;93;170;0;60;57
34;1563730810.7530;0.00;27.350;0;0;129;21;94;249;0;60;57
35;1563730810.7580;-0.05;27.380;255;255;172;21;100;231;0;60;57
36;1563730810.7630;-0.10;27.380;255;254;157;21;100;231;0;60;57
37;1563730810.7680;-0.05;27.370;255;255;172;21;98;65;0;60;57
38;1563730810.7731;0.00;27.330;0;0;129;21;90;61;0;60;57
39;1563730810.7781;-0.05;27.360;255;255;172;21;96;35;0;60;57
40;1563730810.7830;-0.10;27.360;255;254;157;21;96;35;0;60;57
41;1563730810.7880;-0.05;27.375;255;255;172;21;99;112;0;60;57
42;1563730810.7930;-0.05;27.360;255;255;172;21;96;35;0;60;57
43;1563730810.7981;-0.05;27.350;255;255;172;21;94;249;0;60;57
44;1563730810.8031;-0.05;27.350;255;255;172;21;94;249;0;60;57
45;1563730810.8081;-0.05;27.360;255;255;172;21;96;35;0;60;57
46;1563730810.8132;-0.05;27.340;255;255;172;21;92;155;0;60;57
47;1563730810.8182;-0.05;27.340;255;255;172;21;92;155;0;60;57
48;1563730810.8231;-0.05;27.345;255;255;172;21;93;170;0;60;57
49;1563730810.8281;-0.05;27.360;255;255;172;21;96;35;0;60;57
50;1563730810.8331;-0.05;27.360;255;255;172;21;96;35;0;60;57
51;1563730810.8381;-0.10;27.360;255;254;157;21;96;35;0;60;57
52;1563730810.8431;0.00;27.400;0;0;129;21;104;154;0;60;57
53;1563730810.8481;-0.05;27.365;255;255;172;21;97;18;0;60;57
54;1563730810.8530;0.00;27.365;0;0;129;21;97;18;0;60;57
55;1563730810.8580;-0.05;27.370;255;255;172;21;98;65;0;60;57
56;1563730810.8630;-0.05;27.365;255;255;172;21;97;18;0;60;57
57;1563730810.8681;-0.05;27.370;255;255;172;21;98;65;0;60;57
58;1563730810.8730;-0.05;27.370;255;255;172;21;98;65;0;60;57
59;1563730810.8780;-0.05;27.345;255;255;172;21;93;170;0;60;57
60;1563730810.8830;-0.10;27.340;255;254;157;21;92;155;0;60;57
61;1563730810.8880;-0.05;27.340;255;255;172;21;92;155;0;60;57
62;1563730810.8930;-0.05;27.410;255;255;172;21;106;248;0;60;57
63;1563730810.8981;-0.10;27.370;255;254;157;21;98;65;0;60;57
64;1563730810.9030;-0.10;27.365;255;254;157;21;97;18;0;60;57
65;1563730810.9081;-0.05;27.365;255;255;172;21;97;18;0;60;57
66;1563730810.9131;-0.05;27.340;255;255;172;21;92;155;0;60;57
67;1563730810.9180;-0.05;27.380;255;255;172;21;100;231;0;60;57
68;1563730810.9230;-0.05;27.340;255;255;172;21;92;155;0;60;57
69;1563730810.9282;-0.05;27.340;255;255;172;21;92;155;0;60;57
70;1563730810.9336;-0.05;27.380;255;255;172;21;100;231;0;60;57
71;1563730810.9391;-0.05;27.375;255;255;172;21;99;112;0;60;57
72;1563730810.9440;-0.05;27.415;255;255;172;21;107;201;0;60;57
73;1563730810.9491;-0.05;27.415;255;255;172;21;107;201;0;60;57
74;1563730810.9540;-0.05;27.380;255;255;172;21;100;231;0;60;57
75;1563730810.9592;-0.05;27.345;255;255;172;21;93;170;0;60;57
