0;1563730947.1510;-0.05;27.285;255;255;172;21;81;215;0;60;57
1;1563730947.1560;-0.05;27.285;255;255;172;21;81;215;0;60;57
2;1563730947.1610;-0.05;27.305;255;255;172;21;85;19;0;60;57
3;1563730947.1660;-0.05;27.250;255;255;172;21;74;126;0;60;57
4;1563730947.1710;-0.10;27.240;255;254;157;21;72;28;0;60;57
5;1563730947.1760;-0.05;27.240;255;255;172;21;72;28;0;60;57
6;1563730947.1810;-0.05;27.275;255;255;172;21;79;139;0;60;57
7;1563730947.1860;-0.05;27.260;255;255;172;21;76;216;0;60;57
8;1563730947.1910;-0.05;27.260;255;255;172;21;76;216;0;60;57
9;1563730947.1960;-0.05;27.300;255;255;172;21;84;34;0;60;57
10;1563730947.2010;-0.05;27.320;255;255;172;21;88;95;0;60;57
11;1563730947.2060;-0.05;27.285;255;255;172;21;81;215;0;60;57
12;1563730947.2110;0.00;27.285;0;0;129;21;81;215;0;60;57
13;1563730947.2160;-0.05;27.280;255;255;172;21;80;230;0;60;57
14;1563730947.2210;-0.05;27.225;255;255;172;21;69;80;0;60;57
15;1563730947.2260;-0.05;27.225;255;255;172;21;69;80;0;60;57
16;1563730947.2310;-0.05;27.260;255;255;172;21;76;216;0;60;57
17;1563730947.2360;-0.05;27.225;255;255;172;21;69;80;0;60;57
18;1563730947.2410;-0.05;27.280;255;255;172;21;80;230;0;60;57
19;1563730947.2460;0.00;27.280;0;0;129;21;80;230;0;60;57
20;1563730947.2510;-0.05;27.270;255;255;172;21;78;186;0;60;57
21;1563730947.2560;-0.05;27.255;255;255;172;21;75;79;0;60;57
22;1563730947.2610;-0.05;27.255;255;255;172;21;75;79;0;60;57
23;1563730947.2660;-0.05;27.255;255;255;172;21;75;79;0;60;57
24;1563730947.2710;-0.05;27.315;255;255;172;21;87;113;0;60;57
25;1563730947.2760;0.00;27.275;0;0;129;21;79;139;0;60;57
26;1563730947.2810;-0.05;27.275;255;255;172;21;79;139;0;60;57
27;1563730947.2861;-0.05;27.310;255;255;172;21;86;64;0;60;57
28;1563730947.2910;-0.05;27.290;255;255;172;21;82;132;0;60;57
29;1563730947.2960;-0.05;27.280;255;255;172;21;80;230;0;60;57
30;1563730947.3010;-0.10;27.280;255;254;157;21;80;230;0;60;57
31;1563730947.3060;-0.05;27.265;255;255;172;21;77;233;0;60;57
32;1563730947.3110;-0.05;27.300;255;255;172;21;84;34;0;60;57
33;1563730947.3160;-0.05;27.300;255;255;172;21;84;34;0;60;57
34;1563730947.3210;-0.05;27.280;255;255;172;21;80;230;0;60;57
35;1563730947.3260;-0.10;27.250;255;254;157;21;74;126;0;60;57
36;1563730947.3310;-0.10;27.285;255;254;157;21;81;215;0;60;57
37;1563730947.3361;-0.05;27.285;255;255;172;21;81;215;0;60;57
