0;1563730259.3390;-0.05;27.965;16777132;1431828;15417
1;1563730259.3439;-0.05;27.990;16777132;1433219;15417
2;1563730259.3489;-0.05;27.965;16777132;1431828;15417
3;1563730259.3539;-0.10;27.965;16776861;1431828;15417
4;1563730259.3588;-0.05;28.005;16777132;1433960;15417
5;1563730259.3639;-0.05;28.000;16777132;1433689;15417
6;1563730259.3689;-0.05;28.010;16777132;1434171;15417
7;1563730259.3738;-0.05;28.010;16777132;1434171;15417
8;1563730259.3789;-0.05;27.980;16777132;1432801;15417
9;1563730259.3839;0.00;27.990;129;1433219;15417
10;1563730259.3889;-0.10;27.955;16776861;1431307;15417
11;1563730259.3939;-0.05;27.955;16777132;1431307;15417
12;1563730259.3988;-0.05;28.005;16777132;1433960;15417
13;1563730259.4038;-0.05;28.005;16777132;1433960;15417
14;1563730259.4089;-0.05;28.005;16777132;1433960;15417
15;1563730259.4138;-0.05;27.970;16777132;1432135;15417
16;1563730259.4189;-0.05;28.000;16777132;1433689;15417
17;1563730259.4239;-0.05;27.995;16777132;1433522;15417
18;1563730259.4289;-0.05;27.995;16777132;1433522;15417
19;1563730259.4338;-0.05;27.975;16777132;1432438;15417
20;1563730259.4389;-0.05;27.980;16777132;1432801;15417
21;1563730259.4439;-0.05;27.980;16777132;1432801;15417
22;1563730259.4489;-0.05;27.990;16777132;1433219;15417
23;1563730259.4539;-0.05;27.990;16777132;1433219;15417
24;1563730259.4589;-0.05;27.950;16777132;1431098;15417
25;1563730259.4639;-0.10;27.950;16776861;1431098;15417
26;1563730259.4688;0.00;27.975;129;1432438;15417
27;1563730259.4738;-0.05;27.950;16777132;1431098;15417
28;1563730259.4789;-0.05;27.995;16777132;1433522;15417
29;1563730259.4839;-0.10;27.995;16776861;1433522;15417
30;1563730259.4888;-0.05;28.010;16777132;1434171;15417
31;1563730259.4938;-0.10;27.970;16776861;1432135;15417
32;1563730259.4988;-0.05;27.970;16777132;1432135;15417
33;1563730259.5039;-0.05;27.985;16777132;1433040;15417
34;1563730259.5089;-0.05;27.980;16777132;1432801;15417
35;1563730259.5138;-0.05;28.010;16777132;1434171;15417
36;1563730259.5189;-0.05;28.010;16777132;1434171;15417
37;1563730259.5239;-0.05;27.985;16777132;1433040;15417
38;1563730259.5289;-0.10;27.980;16776861;1432801;15417
39;1563730259.5339;-0.05;27.980;16777132;1432801;15417
40;1563730259.5389;-0.05;28.000;16777132;1433689;15417
41;1563730259.5439;-0.10;27.970;16776861;1432135;15417
42;1563730259.5489;-0.05;27.985;16777132;1433040;15417
43;1563730259.5539;-0.05;27.985;16777132;1433040;15417
44;1563730259.5589;-0.05;27.955;16777132;1431307;15417
45;1563730259.5639;-0.05;28.015;16777132;1434378;15417
46;1563730259.5689;-0.05;28.015;16777132;1434378;15417
47;1563730259.5739;-0.05;27.985;16777132;1433040;15417
48;1563730259.5790;-0.10;27.970;16776861;1432135;15417
49;1563730259.5839;-0.05;27.980;16777132;1432801;15417
50;1563730259.5889;-0.05;27.980;16777132;1432801;15417
51;1563730259.5939;0.00;27.995;129;1433522;15417
52;1563730259.5989;-0.05;27.980;16777132;1432801;15417
53;1563730259.6038;-0.05;27.990;16777132;1433219;15417
54;1563730259.6088;-0.05;27.990;16777132;1433219;15417
55;1563730259.6138;-0.10;27.970;16776861;1432135;15417
56;1563730259.6189;-0.05;27.995;16777132;1433522;15417
57;1563730259.6238;-0.10;27.995;16776861;1433522;15417
58;1563730259.6289;-0.05;27.985;16777132;1433040;15417
59;1563730259.6339;-0.05;27.985;16777132;1433040;15417
60;1563730259.6389;-0.05;27.985;16777132;1433040;15417
61;1563730259.6439;-0.05;27.985;16777132;1433040;15417
62;1563730259.6489;0.00;28.000;129;1433689;15417
63;1563730259.6539;-0.05;28.010;16777132;1434171;15417
64;1563730259.6590;-0.05;28.010;16777132;1434171;15417
65;1563730259.6639;-0.05;27.995;16777132;1433522;15417
66;1563730259.6689;-0.05;27.960;16777132;1431589;15417
67;1563730259.6739;-0.05;27.960;16777132;1431589;15417
68;1563730259.6789;-0.05;27.960;16777132;1431589;15417
69;1563730259.6839;-0.05;28.000;16777132;1433689;15417
70;1563730259.6889;-0.05;27.985;16777132;1433040;15417
71;1563730259.6939;-0.05;27.970;16777132;1432135;15417
72;1563730259.6988;-0.10;27.970;16776861;1432135;15417
73;1563730259.7039;-0.10;28.010;16776861;1434171;15417
74;1563730259.7088;-0.05;28.000;16777132;1433689;15417
75;1563730259.7139;-0.05;28.000;16777132;1433689;15417
76;1563730259.7188;-0.05;27.985;16777132;1433040;15417
77;1563730259.7239;-0.10;27.990;16776861;1433219;15417
78;1563730259.7289;-0.05;28.000;16777132;1433689;15417
79;1563730259.7338;-0.05;28.000;16777132;1433689;15417
80;1563730259.7389;-0.05;27.990;16777132;1433219;15417
81;1563730259.7439;-0.05;27.980;16777132;1432801;15417
82;1563730259.7489;-0.10;27.980;16776861;1432801;15417
83;1563730259.7539;-0.05;28.005;16777132;1433960;15417
84;1563730259.7588;-0.05;27.975;16777132;1432438;15417
85;1563730259.7638;-0.05;27.995;16777132;1433522;15417
86;1563730259.7689;-0.10;27.995;16776861;1433522;15417
87;1563730259.7739;-0.05;28.010;16777132;1434171;15417
88;1563730259.7788;-0.05;27.970;16777132;1432135;15417
89;1563730259.7839;-0.05;27.980;16777132;1432801;15417
90;1563730259.7889;-0.10;27.980;16776861;1432801;15417
91;1563730259.7938;-0.05;27.990;16777132;1433219;15417
92;1563730259.7988;0.00;27.970;129;1432135;15417
93;1563730259.8039;-0.10;27.970;16776861;1432135;15417
94;1563730259.8089;-0.05;27.970;16777132;1432135;15417
95;1563730259.8138;-0.05;28.005;16777132;1433960;15417
96;1563730259.8189;-0.05;27.980;16777132;1432801;15417
97;1563730259.8238;0.00;27.980;129;1432801;15417
98;1563730259.8289;-0.10;28.015;16776861;1434378;15417
99;1563730259.8339;-0.05;28.005;16777132;1433960;15417
100;1563730259.8389;-0.05;28.005;16777132;1433960;15417
101;1563730259.8438;-0.05;27.950;16777132;1431098;15417
102;1563730259.8488;-0.05;27.980;16777132;1432801;15417
103;1563730259.8538;-0.05;27.965;16777132;1431828;15417
104;1563730259.8588;-0.05;27.965;16777132;1431828;15417
105;1563730259.8638;-0.05;27.965;16777132;1431828;15417
106;1563730259.8689;-0.05;27.970;16777132;1432135;15417
107;1563730259.8739;-0.05;28.005;16777132;1433960;15417
108;1563730259.8788;-0.05;28.005;16777132;1433960;15417
109;1563730259.8838;-0.05;27.995;16777132;1433522;15417
110;1563730259.8888;-0.05;27.990;16777132;1433219;15417
111;1563730259.8939;-0.10;27.990;16776861;1433219;15417
112;1563730259.8988;-0.05;27.980;16777132;1432801;15417
113;1563730259.9040;-0.10;27.960;16776861;1431589;15417
114;1563730259.9089;-0.05;27.950;16777132;1431098;15417
115;1563730259.9139;-0.05;27.950;16777132;1431098;15417
116;1563730259.9188;-0.05;27.990;16777132;1433219;15417
117;1563730259.9239;-0.05;27.990;16777132;1433219;15417
118;1563730259.9288;0.00;27.990;129;1433219;15417
119;1563730259.9338;-0.05;28.005;16777132;1433960;15417
