0;1563725637.7362;0.00;26.075
1;1563725637.7411;0.00;26.075
2;1563725637.7461;0.00;26.080
3;1563725637.7510;0.00;26.055
4;1563725637.7560;0.00;26.070
5;1563725637.7610;0.00;26.070
6;1563725637.7660;0.00;26.075
7;1563725637.7709;0.05;26.075
8;1563725637.7759;0.00;26.075
9;1563725637.7809;-0.05;26.050
10;1563725637.7861;0.00;26.085
11;1563725637.7911;0.00;26.050
12;1563725637.7960;0.00;26.050
13;1563725637.8010;0.00;26.080
14;1563725637.8061;0.00;26.075
15;1563725637.8111;0.05;26.075
16;1563725637.8160;0.00;26.055
17;1563725637.8210;0.00;26.075
18;1563725637.8262;0.00;26.075
19;1563725637.8311;0.00;26.075
20;1563725637.8361;0.00;26.085
21;1563725637.8411;0.00;26.065
22;1563725637.8462;0.00;26.075
23;1563725637.8512;0.05;26.075
24;1563725637.8562;0.00;26.080
25;1563725637.8611;0.00;26.085
26;1563725637.8662;0.05;26.085
27;1563725637.8711;0.00;26.095
28;1563725637.8762;0.00;26.050
29;1563725637.8811;0.05;26.055
30;1563725637.8861;0.05;26.055
31;1563725637.8910;0.00;26.060
32;1563725637.8962;0.00;26.075
33;1563725637.9011;0.00;26.075
34;1563725637.9061;0.00;26.065
35;1563725637.9111;-0.05;26.060
36;1563725637.9160;0.00;26.075
37;1563725637.9210;0.00;26.075
38;1563725637.9260;0.00;26.050
39;1563725637.9311;0.00;26.070
40;1563725637.9361;0.00;26.045
41;1563725637.9412;0.05;26.045
42;1563725637.9461;0.00;26.075
43;1563725637.9512;0.00;26.060
44;1563725637.9561;0.00;26.060
45;1563725637.9611;0.00;26.075
46;1563725637.9662;0.00;26.060
47;1563725637.9711;0.00;26.070
48;1563725637.9762;0.00;26.070
49;1563725637.9811;0.00;26.075
50;1563725637.9861;0.00;26.055
51;1563725637.9911;0.00;26.070
52;1563725637.9960;0.00;26.070
53;1563725638.0010;0.00;26.065
54;1563725638.0060;0.00;26.100
55;1563725638.0110;0.00;26.100
56;1563725638.0160;0.00;26.050
57;1563725638.0210;0.05;26.085
58;1563725638.0260;-0.05;26.070
59;1563725638.0311;0.05;26.070
60;1563725638.0360;0.00;26.055
61;1563725638.0410;-0.05;26.075
62;1563725638.0461;0.00;26.075
63;1563725638.0511;0.00;26.075
64;1563725638.0561;0.05;26.035
65;1563725638.0612;0.00;26.080
66;1563725638.0661;0.05;26.080
67;1563725638.0710;-0.05;26.075
68;1563725638.0761;0.05;26.075
69;1563725638.0811;-0.05;26.075
70;1563725638.0861;-0.05;26.075
71;1563725638.0912;0.00;26.070
72;1563725638.0961;0.00;26.055
73;1563725638.1012;0.00;26.055
74;1563725638.1061;0.00;26.075
75;1563725638.1112;0.00;26.080
76;1563725638.1162;0.00;26.085
77;1563725638.1211;0.00;26.085
78;1563725638.1260;0.05;26.095
79;1563725638.1311;0.00;26.040
80;1563725638.1361;0.00;26.040
81;1563725638.1410;-0.05;26.080
82;1563725638.1460;0.00;26.075
83;1563725638.1510;0.00;26.050
84;1563725638.1560;0.05;26.050
85;1563725638.1610;0.00;26.105
86;1563725638.1660;0.00;26.075
87;1563725638.1710;0.00;26.075
88;1563725638.1760;0.00;26.075
89;1563725638.1810;0.00;26.090
90;1563725638.1860;0.05;26.095
91;1563725638.1911;0.00;26.095
92;1563725638.1961;0.05;26.050
93;1563725638.2012;0.05;26.095
94;1563725638.2062;0.00;26.060
95;1563725638.2111;0.05;26.060
96;1563725638.2162;0.05;26.075
97;1563725638.2211;0.00;26.095
98;1563725638.2261;0.05;26.095
99;1563725638.2312;0.05;26.050
100;1563725638.2361;0.00;26.060
101;1563725638.2411;0.00;26.095
102;1563725638.2460;0.00;26.095
103;1563725638.2511;0.00;26.070
104;1563725638.2561;0.00;26.065
105;1563725638.2610;0.00;26.095
106;1563725638.2660;-0.05;26.095
107;1563725638.2710;0.00;26.045
108;1563725638.2761;0.00;26.080
109;1563725638.2810;0.05;26.080
110;1563725638.2860;0.00;26.065
111;1563725638.2910;0.00;26.055
112;1563725638.2960;0.05;26.075
113;1563725638.3010;0.00;26.075
114;1563725638.3061;0.00;26.105
115;1563725638.3111;0.05;26.080
116;1563725638.3161;0.00;26.075
117;1563725638.3211;0.05;26.075
118;1563725638.3261;0.00;26.070
119;1563725638.3312;0.00;26.075
120;1563725638.3361;-0.05;26.075
121;1563725638.3412;-0.05;26.070
122;1563725638.3462;0.05;26.070
123;1563725638.3512;0.00;26.045
124;1563725638.3561;0.00;26.045
125;1563725638.3611;0.00;26.060
126;1563725638.3661;0.05;26.060
127;1563725638.3710;0.00;26.060
128;1563725638.3762;0.00;26.080
129;1563725638.3811;0.00;26.080
130;1563725638.3861;0.05;26.075
131;1563725638.3910;0.05;26.075
132;1563725638.3960;0.00;26.115
133;1563725638.4011;0.00;26.095
134;1563725638.4060;0.05;26.055
135;1563725638.4111;-0.05;26.055
136;1563725638.4160;0.00;26.065
137;1563725638.4210;0.00;26.075
138;1563725638.4260;0.00;26.075
139;1563725638.4310;0.00;26.060
140;1563725638.4361;0.00;26.070
141;1563725638.4410;0.00;26.075
142;1563725638.4461;0.05;26.075
143;1563725638.4510;0.00;26.100
144;1563725638.4561;0.00;26.075
145;1563725638.4610;0.05;26.075
