0;1563727196.0594;0.00;25.480
1;1563727196.0644;0.00;25.475
2;1563727196.0694;0.05;25.540
3;1563727196.0744;0.05;25.510
4;1563727196.0794;0.00;25.510
5;1563727196.0843;0.00;25.515
6;1563727196.0893;0.05;25.510
7;1563727196.0942;0.00;25.510
8;1563727196.0993;0.05;25.490
9;1563727196.1044;0.00;25.540
10;1563727196.1093;0.05;25.520
11;1563727196.1144;0.00;25.520
12;1563727196.1193;0.00;25.470
13;1563727196.1244;0.00;25.505
14;1563727196.1294;0.05;25.545
15;1563727196.1344;0.00;25.545
16;1563727196.1394;0.00;25.490
17;1563727196.1443;0.00;25.520
18;1563727196.1494;0.00;25.520
19;1563727196.1544;0.00;25.535
20;1563727196.1594;0.05;25.525
21;1563727196.1644;0.05;25.580
22;1563727196.1694;0.00;25.580
23;1563727196.1744;0.00;25.540
24;1563727196.1794;0.00;25.540
25;1563727196.1844;0.00;25.540
26;1563727196.1894;0.00;25.540
27;1563727196.1944;0.05;25.550
28;1563727196.1995;0.00;25.560
29;1563727196.2043;0.00;25.560
30;1563727196.2094;0.05;25.540
31;1563727196.2142;0.00;25.560
32;1563727196.2194;0.00;25.540
33;1563727196.2244;0.00;25.540
34;1563727196.2293;0.00;25.550
35;1563727196.2344;0.05;25.540
36;1563727196.2394;0.00;25.540
37;1563727196.2443;0.10;25.555
38;1563727196.2494;0.00;25.565
39;1563727196.2544;0.05;25.540
40;1563727196.2593;0.00;25.540
41;1563727196.2644;0.05;25.580
42;1563727196.2694;0.00;25.580
43;1563727196.2744;0.05;25.580
44;1563727196.2794;0.05;25.550
45;1563727196.2844;0.00;25.520
46;1563727196.2895;0.00;25.555
47;1563727196.2944;0.05;25.555
48;1563727196.2993;0.05;25.560
49;1563727196.3045;0.05;25.555
50;1563727196.3095;0.00;25.560
51;1563727196.3144;0.00;25.560
52;1563727196.3194;0.00;25.570
53;1563727196.3244;0.05;25.560
54;1563727196.3295;0.05;25.560
55;1563727196.3343;0.05;25.570
56;1563727196.3393;0.05;25.580
57;1563727196.3444;0.05;25.565
58;1563727196.3493;0.05;25.565
59;1563727196.3544;0.00;25.570
60;1563727196.3593;0.00;25.565
61;1563727196.3643;0.05;25.565
62;1563727196.3693;0.00;25.585
63;1563727196.3743;0.00;25.580
64;1563727196.3794;0.00;25.600
65;1563727196.3843;0.05;25.600
66;1563727196.3895;0.00;25.580
67;1563727196.3944;0.00;25.560
68;1563727196.3994;0.00;25.590
69;1563727196.4044;0.00;25.590
70;1563727196.4095;0.00;25.590
71;1563727196.4143;0.00;25.585
72;1563727196.4194;0.00;25.585
73;1563727196.4244;0.00;25.600
74;1563727196.4294;0.05;25.580
75;1563727196.4344;0.00;25.570
76;1563727196.4393;0.00;25.570
77;1563727196.4443;0.00;25.595
78;1563727196.4493;0.05;25.585
79;1563727196.4542;0.00;25.585
80;1563727196.4593;0.00;25.575
81;1563727196.4643;0.00;25.550
82;1563727196.4694;0.00;25.575
83;1563727196.4743;0.05;25.575
84;1563727196.4793;-0.05;25.555
85;1563727196.4843;0.05;25.585
86;1563727196.4894;0.05;25.580
87;1563727196.4943;0.00;25.580
88;1563727196.4993;0.00;25.580
89;1563727196.5044;0.05;25.565
90;1563727196.5093;0.00;25.565
91;1563727196.5144;0.05;25.590
92;1563727196.5194;0.00;25.595
93;1563727196.5244;0.05;25.625
94;1563727196.5294;0.00;25.625
95;1563727196.5344;0.00;25.600
96;1563727196.5394;0.00;25.580
97;1563727196.5444;0.00;25.595
98;1563727196.5494;0.00;25.595
99;1563727196.5544;0.00;25.610
100;1563727196.5594;0.00;25.600
101;1563727196.5644;0.00;25.600
102;1563727196.5694;0.00;25.585
103;1563727196.5744;0.00;25.605
104;1563727196.5794;0.05;25.605
105;1563727196.5844;0.05;25.605
106;1563727196.5894;0.00;25.620
107;1563727196.5943;0.00;25.605
108;1563727196.5993;0.00;25.605
109;1563727196.6044;0.05;25.620
110;1563727196.6094;0.05;25.585
111;1563727196.6144;0.00;25.585
112;1563727196.6193;0.00;25.585
113;1563727196.6244;0.00;25.600
114;1563727196.6293;0.00;25.600
115;1563727196.6344;0.05;25.590
116;1563727196.6394;0.00;25.590
117;1563727196.6444;0.00;25.600
118;1563727196.6494;0.00;25.610
119;1563727196.6544;0.00;25.610
120;1563727196.6594;0.00;25.635
121;1563727196.6644;0.00;25.580
122;1563727196.6694;0.00;25.605
123;1563727196.6744;0.05;25.605
124;1563727196.6794;0.00;25.600
125;1563727196.6844;0.00;25.585
126;1563727196.6895;0.00;25.585
127;1563727196.6944;0.00;25.655
128;1563727196.6994;0.00;25.600
129;1563727196.7044;0.00;25.610
130;1563727196.7094;0.00;25.610
131;1563727196.7143;0.00;25.620
132;1563727196.7193;-0.05;25.580
133;1563727196.7243;0.05;25.595
134;1563727196.7293;0.00;25.595
135;1563727196.7343;0.05;25.620
136;1563727196.7393;0.05;25.605
137;1563727196.7443;0.05;25.605
138;1563727196.7494;0.00;25.600
139;1563727196.7545;0.00;25.610
140;1563727196.7595;0.00;25.580
141;1563727196.7645;0.00;25.580
142;1563727196.7694;0.05;25.580
143;1563727196.7745;0.00;25.590
144;1563727196.7794;0.05;25.590
145;1563727196.7844;0.00;25.625
146;1563727196.7894;0.00;25.600
147;1563727196.7944;0.00;25.630
148;1563727196.7994;0.05;25.630
149;1563727196.8044;0.00;25.630
150;1563727196.8094;0.00;25.625
151;1563727196.8144;0.00;25.600
152;1563727196.8194;0.00;25.600
153;1563727196.8244;0.00;25.645
154;1563727196.8294;0.00;25.615
155;1563727196.8343;0.00;25.615
156;1563727196.8393;0.00;25.600
157;1563727196.8443;0.00;25.625
158;1563727196.8493;0.00;25.640
159;1563727196.8542;0.00;25.640
160;1563727196.8593;0.00;25.620
161;1563727196.8644;0.00;25.625
162;1563727196.8694;0.00;25.625
163;1563727196.8744;0.00;25.605
164;1563727196.8793;0.00;25.600
165;1563727196.8843;0.00;25.640
166;1563727196.8895;0.00;25.640
167;1563727196.8944;0.00;25.635
168;1563727196.8993;0.00;25.610
169;1563727196.9045;0.00;25.605
170;1563727196.9095;-0.05;25.605
171;1563727196.9145;-0.05;25.650
172;1563727196.9194;0.00;25.600
173;1563727196.9244;0.00;25.600
174;1563727196.9295;-0.05;25.615
175;1563727196.9343;0.05;25.655
176;1563727196.9394;0.00;25.645
177;1563727196.9443;0.05;25.645
178;1563727196.9494;0.00;25.620
179;1563727196.9544;0.00;25.650
180;1563727196.9593;0.05;25.650
181;1563727196.9643;0.00;25.635
182;1563727196.9693;0.05;25.620
183;1563727196.9744;0.00;25.600
184;1563727196.9794;0.00;25.600
185;1563727196.9844;0.00;25.630
186;1563727196.9894;0.05;25.605
187;1563727196.9943;0.00;25.650
188;1563727196.9993;0.00;25.650
189;1563727197.0043;0.00;25.620
190;1563727197.0093;0.05;25.645
191;1563727197.0143;0.00;25.645
192;1563727197.0194;0.05;25.645
193;1563727197.0243;0.05;25.630
194;1563727197.0294;0.00;25.660
195;1563727197.0344;0.05;25.660
196;1563727197.0394;0.00;25.640
197;1563727197.0444;0.00;25.645
198;1563727197.0494;0.05;25.655
199;1563727197.0544;0.00;25.655
200;1563727197.0594;0.05;25.640
201;1563727197.0645;0.00;25.630
202;1563727197.0694;0.05;25.630
203;1563727197.0744;0.05;25.670
204;1563727197.0794;0.00;25.675
205;1563727197.0843;0.00;25.620
206;1563727197.0893;0.05;25.620
207;1563727197.0943;0.00;25.645
208;1563727197.0994;0.00;25.660
209;1563727197.1043;0.00;25.660
210;1563727197.1093;0.00;25.625
211;1563727197.1143;0.05;25.635
212;1563727197.1194;0.05;25.660
213;1563727197.1243;0.00;25.660
214;1563727197.1293;0.00;25.630
215;1563727197.1344;0.05;25.615
216;1563727197.1393;0.00;25.630
217;1563727197.1444;0.00;25.630
218;1563727197.1494;0.05;25.640
219;1563727197.1544;0.00;25.635
220;1563727197.1594;0.00;25.635
221;1563727197.1644;0.00;25.675
222;1563727197.1695;0.05;25.625
223;1563727197.1744;0.00;25.620
224;1563727197.1794;0.00;25.620
225;1563727197.1844;0.00;25.640
226;1563727197.1894;0.05;25.610
227;1563727197.1944;0.00;25.610
228;1563727197.1994;0.00;25.645
229;1563727197.2044;0.00;25.660
230;1563727197.2094;0.00;25.680
231;1563727197.2143;0.00;25.680
232;1563727197.2193;0.05;25.660
233;1563727197.2243;0.00;25.650
234;1563727197.2293;0.00;25.645
235;1563727197.2343;0.05;25.645
236;1563727197.2393;0.00;25.640
237;1563727197.2443;0.00;25.660
238;1563727197.2494;0.00;25.660
