0;1563727585.4294;0.00;26.835
1;1563727585.4344;0.00;26.830
2;1563727585.4394;0.00;26.820
3;1563727585.4443;0.05;26.845
4;1563727585.4494;0.00;26.845
5;1563727585.4543;0.00;26.820
6;1563727585.4593;0.05;26.805
7;1563727585.4643;0.05;26.805
8;1563727585.4694;0.00;26.840
9;1563727585.4744;0.00;26.840
10;1563727585.4794;0.00;26.870
11;1563727585.4845;0.00;26.870
12;1563727585.4894;0.00;26.840
13;1563727585.4944;0.00;26.860
14;1563727585.5014;0.05;26.835
15;1563727585.5065;0.05;26.845
16;1563727585.5115;0.05;26.845
17;1563727585.5165;0.05;26.830
18;1563727585.5214;0.00;26.860
19;1563727585.5265;0.00;26.860
20;1563727585.5315;0.00;26.850
21;1563727585.5365;0.00;26.860
22;1563727585.5414;0.00;26.845
23;1563727585.5464;0.05;26.845
24;1563727585.5515;0.00;26.865
25;1563727585.5565;0.00;26.845
26;1563727585.5614;0.05;26.845
27;1563727585.5664;0.00;26.885
28;1563727585.5715;0.00;26.870
29;1563727585.5764;0.00;26.875
30;1563727585.5814;0.05;26.875
31;1563727585.5863;0.05;26.845
32;1563727585.5914;0.05;26.850
33;1563727585.5964;0.00;26.870
34;1563727585.6014;0.05;26.870
35;1563727585.6063;0.05;26.915
36;1563727585.6114;0.05;26.850
37;1563727585.6164;0.00;26.850
38;1563727585.6214;0.05;26.880
39;1563727585.6265;0.00;26.885
40;1563727585.6315;0.00;26.870
41;1563727585.6365;0.00;26.870
42;1563727585.6415;0.00;26.855
43;1563727585.6465;0.05;26.860
44;1563727585.6514;0.05;26.860
45;1563727585.6564;0.00;26.865
46;1563727585.6613;0.00;26.885
47;1563727585.6663;0.00;26.885
48;1563727585.6714;0.00;26.885
49;1563727585.6764;0.05;26.920
50;1563727585.6814;0.05;26.855
51;1563727585.6864;0.00;26.865
52;1563727585.6914;0.00;26.865
53;1563727585.6964;0.05;26.895
54;1563727585.7014;0.00;26.895
55;1563727585.7064;0.00;26.895
56;1563727585.7114;0.00;26.890
57;1563727585.7163;0.05;26.900
58;1563727585.7214;0.00;26.865
59;1563727585.7264;0.00;26.865
60;1563727585.7313;0.00;26.885
61;1563727585.7363;0.00;26.895
62;1563727585.7414;0.05;26.925
63;1563727585.7464;0.00;26.925
64;1563727585.7514;0.00;26.905
65;1563727585.7564;0.00;26.900
66;1563727585.7615;0.00;26.900
67;1563727585.7664;0.05;26.910
68;1563727585.7714;0.00;26.890
69;1563727585.7764;0.05;26.900
70;1563727585.7814;0.00;26.900
71;1563727585.7864;0.00;26.895
72;1563727585.7914;0.00;26.910
73;1563727585.7964;0.00;26.910
74;1563727585.8015;0.00;26.895
75;1563727585.8064;0.05;26.905
76;1563727585.8115;0.00;26.915
77;1563727585.8165;0.00;26.915
78;1563727585.8214;0.05;26.915
79;1563727585.8265;0.05;26.900
80;1563727585.8314;0.00;26.915
81;1563727585.8364;0.00;26.915
82;1563727585.8414;0.00;26.915
83;1563727585.8463;0.00;26.885
84;1563727585.8514;0.05;26.885
85;1563727585.8564;0.00;26.935
86;1563727585.8614;0.00;26.875
87;1563727585.8664;0.00;26.905
88;1563727585.8714;0.05;26.905
89;1563727585.8764;0.00;26.900
90;1563727585.8814;0.00;26.895
91;1563727585.8864;0.05;26.895
92;1563727585.8914;0.05;26.925
93;1563727585.8964;0.00;26.905
94;1563727585.9015;0.00;26.905
95;1563727585.9065;0.05;26.905
96;1563727585.9114;0.05;26.900
97;1563727585.9165;0.00;26.910
98;1563727585.9215;0.05;26.875
99;1563727585.9265;0.05;26.875
100;1563727585.9315;0.00;26.940
101;1563727585.9365;0.00;26.925
102;1563727585.9415;0.00;26.925
103;1563727585.9464;0.00;26.920
104;1563727585.9516;0.05;26.915
105;1563727585.9565;0.00;26.905
106;1563727585.9614;0.00;26.905
107;1563727585.9664;0.00;26.925
108;1563727585.9714;0.05;26.900
109;1563727585.9764;0.00;26.900
110;1563727585.9814;0.05;26.905
111;1563727585.9864;0.00;26.915
112;1563727585.9914;0.00;26.925
113;1563727585.9964;0.05;26.925
114;1563727586.0014;0.05;26.915
115;1563727586.0064;0.00;26.930
